# hostname=github-actions-arm64 cpu_model="aarch64 implementer=0x41 part=0xd49" date=2026-07-08T16:25:28Z
scheme,platform,n_datasets,sign_ms,verify_ms,sig_size_bytes,pubkey_size_bytes,header_overhead_bytes,trial
hybrid_mldsa65,arm,10000,1.141,0.210,3374,1984,5358,18
hybrid_mldsa65,arm,10000,1.139,0.208,3374,1984,5358,19
hybrid_mldsa65,arm,10000,1.140,0.208,3374,1984,5358,20
hybrid_mldsa65,arm,10000,1.141,0.210,3374,1984,5358,21
hybrid_mldsa65,arm,10000,1.141,0.208,3374,1984,5358,22
hybrid_mldsa65,arm,10000,1.143,0.208,3374,1984,5358,23
hybrid_mldsa65,arm,10000,1.146,0.208,3374,1984,5358,24
hybrid_mldsa65,arm,10000,1.139,0.208,3374,1984,5358,25
hybrid_mldsa65,arm,10000,1.139,0.208,3374,1984,5358,26
hybrid_mldsa65,arm,10000,1.141,0.208,3374,1984,5358,27
hybrid_mldsa65,arm,10000,1.136,0.208,3374,1984,5358,28
hybrid_mldsa65,arm,10000,1.140,0.208,3374,1984,5358,29
hybrid_mldsa65,arm,10000,1.140,0.208,3374,1984,5358,30
ed25519,arm,100000,0.016,0.042,64,32,96,1
ed25519,arm,100000,0.016,0.042,64,32,96,2
ed25519,arm,100000,0.016,0.042,64,32,96,3
ed25519,arm,100000,0.016,0.042,64,32,96,4
ed25519,arm,100000,0.016,0.042,64,32,96,5
ed25519,arm,100000,0.016,0.046,64,32,96,6
ed25519,arm,100000,0.016,0.042,64,32,96,7
ed25519,arm,100000,0.016,0.042,64,32,96,8
ed25519,arm,100000,0.016,0.042,64,32,96,9
ed25519,arm,100000,0.016,0.043,64,32,96,10
ed25519,arm,100000,0.016,0.042,64,32,96,11
ed25519,arm,100000,0.016,0.042,64,32,96,12
ed25519,arm,100000,0.016,0.042,64,32,96,13
ed25519,arm,100000,0.016,0.042,64,32,96,14
ed25519,arm,100000,0.016,0.042,64,32,96,15
ed25519,arm,100000,0.016,0.042,64,32,96,16
ed25519,arm,100000,0.016,0.042,64,32,96,17
ed25519,arm,100000,0.016,0.042,64,32,96,18
ed25519,arm,100000,0.016,0.042,64,32,96,19
ed25519,arm,100000,0.016,0.042,64,32,96,20
ed25519,arm,100000,0.016,0.042,64,32,96,21
ed25519,arm,100000,0.016,0.042,64,32,96,22
ed25519,arm,100000,0.016,0.043,64,32,96,23
ed25519,arm,100000,0.016,0.042,64,32,96,24
ed25519,arm,100000,0.016,0.042,64,32,96,25
ed25519,arm,100000,0.016,0.042,64,32,96,26
ed25519,arm,100000,0.016,0.042,64,32,96,27
ed25519,arm,100000,0.016,0.042,64,32,96,28
ed25519,arm,100000,0.016,0.042,64,32,96,29
ed25519,arm,100000,0.016,0.042,64,32,96,30
hybrid_mldsa65,arm,100000,2.119,0.208,3374,1984,5358,1
hybrid_mldsa65,arm,100000,2.120,0.210,3374,1984,5358,2
hybrid_mldsa65,arm,100000,2.118,0.208,3374,1984,5358,3
hybrid_mldsa65,arm,100000,2.116,0.208,3374,1984,5358,4
hybrid_mldsa65,arm,100000,2.112,0.210,3374,1984,5358,5
hybrid_mldsa65,arm,100000,2.116,0.208,3374,1984,5358,6
hybrid_mldsa65,arm,100000,2.116,0.208,3374,1984,5358,7
hybrid_mldsa65,arm,100000,2.112,0.210,3374,1984,5358,8
hybrid_mldsa65,arm,100000,2.115,0.208,3374,1984,5358,9
hybrid_mldsa65,arm,100000,2.124,0.208,3374,1984,5358,10
hybrid_mldsa65,arm,100000,2.114,0.210,3374,1984,5358,11
hybrid_mldsa65,arm,100000,2.118,0.208,3374,1984,5358,12
hybrid_mldsa65,arm,100000,2.117,0.208,3374,1984,5358,13
hybrid_mldsa65,arm,100000,2.113,0.211,3374,1984,5358,14
hybrid_mldsa65,arm,100000,2.119,0.208,3374,1984,5358,15
hybrid_mldsa65,arm,100000,2.119,0.208,3374,1984,5358,16
hybrid_mldsa65,arm,100000,2.110,0.208,3374,1984,5358,17
hybrid_mldsa65,arm,100000,2.121,0.208,3374,1984,5358,18
hybrid_mldsa65,arm,100000,2.117,0.208,3374,1984,5358,19
hybrid_mldsa65,arm,100000,2.113,0.208,3374,1984,5358,20
hybrid_mldsa65,arm,100000,2.113,0.208,3374,1984,5358,21
hybrid_mldsa65,arm,100000,2.117,0.208,3374,1984,5358,22
hybrid_mldsa65,arm,100000,2.111,0.208,3374,1984,5358,23
hybrid_mldsa65,arm,100000,2.119,0.208,3374,1984,5358,24
hybrid_mldsa65,arm,100000,2.120,0.208,3374,1984,5358,25
hybrid_mldsa65,arm,100000,2.112,0.208,3374,1984,5358,26
hybrid_mldsa65,arm,100000,2.120,0.208,3374,1984,5358,27
hybrid_mldsa65,arm,100000,2.116,0.208,3374,1984,5358,28
hybrid_mldsa65,arm,100000,2.116,0.207,3374,1984,5358,29
hybrid_mldsa65,arm,100000,2.116,0.208,3374,1984,5358,30
ed25519,arm,1000000,0.016,0.042,64,32,96,1
ed25519,arm,1000000,0.016,0.042,64,32,96,2
ed25519,arm,1000000,0.016,0.042,64,32,96,3
ed25519,arm,1000000,0.016,0.042,64,32,96,4
ed25519,arm,1000000,0.016,0.042,64,32,96,5
ed25519,arm,1000000,0.016,0.042,64,32,96,6
ed25519,arm,1000000,0.016,0.042,64,32,96,7
ed25519,arm,1000000,0.016,0.045,64,32,96,8
ed25519,arm,1000000,0.016,0.042,64,32,96,9
ed25519,arm,1000000,0.016,0.042,64,32,96,10
ed25519,arm,1000000,0.016,0.042,64,32,96,11
ed25519,arm,1000000,0.016,0.042,64,32,96,12
ed25519,arm,1000000,0.016,0.042,64,32,96,13
ed25519,arm,1000000,0.016,0.042,64,32,96,14
ed25519,arm,1000000,0.016,0.042,64,32,96,15
ed25519,arm,1000000,0.016,0.042,64,32,96,16
ed25519,arm,1000000,0.016,0.042,64,32,96,17
ed25519,arm,1000000,0.016,0.042,64,32,96,18
ed25519,arm,1000000,0.016,0.042,64,32,96,19
ed25519,arm,1000000,0.016,0.042,64,32,96,20
ed25519,arm,1000000,0.016,0.042,64,32,96,21
ed25519,arm,1000000,0.016,0.042,64,32,96,22
ed25519,arm,1000000,0.016,0.042,64,32,96,23
ed25519,arm,1000000,0.016,0.042,64,32,96,24
ed25519,arm,1000000,0.016,0.045,64,32,96,25
ed25519,arm,1000000,0.016,0.042,64,32,96,26
ed25519,arm,1000000,0.016,0.042,64,32,96,27
ed25519,arm,1000000,0.016,0.042,64,32,96,28
ed25519,arm,1000000,0.016,0.042,64,32,96,29
ed25519,arm,1000000,0.016,0.042,64,32,96,30
hybrid_mldsa65,arm,1000000,0.276,0.209,3374,1984,5358,1
hybrid_mldsa65,arm,1000000,0.280,0.209,3374,1984,5358,2
hybrid_mldsa65,arm,1000000,0.278,0.209,3374,1984,5358,3
hybrid_mldsa65,arm,1000000,0.280,0.209,3374,1984,5358,4
hybrid_mldsa65,arm,1000000,0.275,0.209,3374,1984,5358,5
hybrid_mldsa65,arm,1000000,0.280,0.209,3374,1984,5358,6
hybrid_mldsa65,arm,1000000,0.277,0.209,3374,1984,5358,7
hybrid_mldsa65,arm,1000000,0.280,0.209,3374,1984,5358,8
hybrid_mldsa65,arm,1000000,0.277,0.209,3374,1984,5358,9
hybrid_mldsa65,arm,1000000,0.278,0.211,3374,1984,5358,10
hybrid_mldsa65,arm,1000000,0.277,0.209,3374,1984,5358,11
hybrid_mldsa65,arm,1000000,0.277,0.211,3374,1984,5358,12
hybrid_mldsa65,arm,1000000,0.278,0.209,3374,1984,5358,13
hybrid_mldsa65,arm,1000000,0.277,0.211,3374,1984,5358,14
hybrid_mldsa65,arm,1000000,0.277,0.209,3374,1984,5358,15
hybrid_mldsa65,arm,1000000,0.277,0.211,3374,1984,5358,16
hybrid_mldsa65,arm,1000000,0.277,0.209,3374,1984,5358,17
hybrid_mldsa65,arm,1000000,0.276,0.211,3374,1984,5358,18
hybrid_mldsa65,arm,1000000,0.277,0.209,3374,1984,5358,19
hybrid_mldsa65,arm,1000000,0.277,0.210,3374,1984,5358,20
hybrid_mldsa65,arm,1000000,0.277,0.209,3374,1984,5358,21
hybrid_mldsa65,arm,1000000,0.277,0.211,3374,1984,5358,22
hybrid_mldsa65,arm,1000000,0.272,0.209,3374,1984,5358,23
hybrid_mldsa65,arm,1000000,0.277,0.213,3374,1984,5358,24
hybrid_mldsa65,arm,1000000,0.277,0.209,3374,1984,5358,25
hybrid_mldsa65,arm,1000000,0.278,0.209,3374,1984,5358,26
hybrid_mldsa65,arm,1000000,0.280,0.209,3374,1984,5358,27
hybrid_mldsa65,arm,1000000,0.276,0.209,3374,1984,5358,28
hybrid_mldsa65,arm,1000000,0.276,0.209,3374,1984,5358,29
hybrid_mldsa65,arm,1000000,0.277,0.209,3374,1984,5358,30
ed25519,arm,10000000,0.016,0.042,64,32,96,1
ed25519,arm,10000000,0.016,0.042,64,32,96,2
ed25519,arm,10000000,0.016,0.042,64,32,96,3
ed25519,arm,10000000,0.016,0.042,64,32,96,4
ed25519,arm,10000000,0.016,0.042,64,32,96,5
ed25519,arm,10000000,0.016,0.042,64,32,96,6
ed25519,arm,10000000,0.016,0.042,64,32,96,7
ed25519,arm,10000000,0.016,0.042,64,32,96,8
ed25519,arm,10000000,0.016,0.042,64,32,96,9
ed25519,arm,10000000,0.016,0.042,64,32,96,10
ed25519,arm,10000000,0.016,0.042,64,32,96,11
ed25519,arm,10000000,0.016,0.042,64,32,96,12
ed25519,arm,10000000,0.016,0.047,64,32,96,13
ed25519,arm,10000000,0.016,0.042,64,32,96,14
ed25519,arm,10000000,0.016,0.042,64,32,96,15
ed25519,arm,10000000,0.016,0.042,64,32,96,16
ed25519,arm,10000000,0.016,0.042,64,32,96,17
ed25519,arm,10000000,0.016,0.042,64,32,96,18
ed25519,arm,10000000,0.016,0.042,64,32,96,19
ed25519,arm,10000000,0.016,0.042,64,32,96,20
ed25519,arm,10000000,0.016,0.042,64,32,96,21
ed25519,arm,10000000,0.016,0.042,64,32,96,22
ed25519,arm,10000000,0.016,0.042,64,32,96,23
ed25519,arm,10000000,0.016,0.042,64,32,96,24
ed25519,arm,10000000,0.016,0.042,64,32,96,25
ed25519,arm,10000000,0.016,0.042,64,32,96,26
ed25519,arm,10000000,0.016,0.042,64,32,96,27
ed25519,arm,10000000,0.016,0.042,64,32,96,28
ed25519,arm,10000000,0.016,0.042,64,32,96,29
ed25519,arm,10000000,0.016,0.048,64,32,96,30
hybrid_mldsa65,arm,10000000,0.486,0.210,3374,1984,5358,1
hybrid_mldsa65,arm,10000000,0.487,0.207,3374,1984,5358,2
hybrid_mldsa65,arm,10000000,0.490,0.208,3374,1984,5358,3
hybrid_mldsa65,arm,10000000,0.489,0.210,3374,1984,5358,4
hybrid_mldsa65,arm,10000000,0.485,0.207,3374,1984,5358,5
hybrid_mldsa65,arm,10000000,0.490,0.207,3374,1984,5358,6
hybrid_mldsa65,arm,10000000,0.490,0.210,3374,1984,5358,7
hybrid_mldsa65,arm,10000000,0.488,0.207,3374,1984,5358,8
hybrid_mldsa65,arm,10000000,0.491,0.208,3374,1984,5358,9
hybrid_mldsa65,arm,10000000,0.498,0.207,3374,1984,5358,10
hybrid_mldsa65,arm,10000000,0.490,0.207,3374,1984,5358,11
hybrid_mldsa65,arm,10000000,0.491,0.210,3374,1984,5358,12
hybrid_mldsa65,arm,10000000,0.489,0.207,3374,1984,5358,13
hybrid_mldsa65,arm,10000000,0.491,0.210,3374,1984,5358,14
hybrid_mldsa65,arm,10000000,0.486,0.207,3374,1984,5358,15
hybrid_mldsa65,arm,10000000,0.489,0.207,3374,1984,5358,16
hybrid_mldsa65,arm,10000000,0.486,0.210,3374,1984,5358,17
hybrid_mldsa65,arm,10000000,0.490,0.207,3374,1984,5358,18
hybrid_mldsa65,arm,10000000,0.493,0.207,3374,1984,5358,19
hybrid_mldsa65,arm,10000000,0.488,0.207,3374,1984,5358,20
hybrid_mldsa65,arm,10000000,0.487,0.207,3374,1984,5358,21
hybrid_mldsa65,arm,10000000,0.492,0.207,3374,1984,5358,22
hybrid_mldsa65,arm,10000000,0.492,0.207,3374,1984,5358,23
hybrid_mldsa65,arm,10000000,0.489,0.211,3374,1984,5358,24
hybrid_mldsa65,arm,10000000,0.484,0.207,3374,1984,5358,25
hybrid_mldsa65,arm,10000000,0.488,0.209,3374,1984,5358,26
hybrid_mldsa65,arm,10000000,0.486,0.210,3374,1984,5358,27
hybrid_mldsa65,arm,10000000,0.486,0.207,3374,1984,5358,28
hybrid_mldsa65,arm,10000000,0.492,0.207,3374,1984,5358,29
hybrid_mldsa65,arm,10000000,0.491,0.207,3374,1984,5358,30
