# hostname=COG cpu_model="AMD Ryzen 9 9950X3D 16-Core Processor" ram_gb=46.2 date=2026-06-24T11:15:51Z
source,scenario,n_chunks,chunk_size_kb,wall_time_ms,peak_rss_mb,companion_bytes,trial,hostname,disk_type
synthetic,flat_verify,13652,256.0,1284.902,13659.7,0,11,COG,ssd
synthetic,flat_verify,13652,256.0,1283.684,13659.7,0,12,COG,ssd
synthetic,flat_verify,13652,256.0,1284.670,13659.7,0,13,COG,ssd
synthetic,flat_verify,13652,256.0,1284.484,13659.7,0,14,COG,ssd
synthetic,flat_verify,13652,256.0,1284.680,13659.7,0,15,COG,ssd
synthetic,flat_verify,13652,256.0,1276.661,13659.7,0,16,COG,ssd
synthetic,flat_verify,13652,256.0,1278.358,13659.7,0,17,COG,ssd
synthetic,flat_verify,13652,256.0,1276.080,13659.7,0,18,COG,ssd
synthetic,flat_verify,13652,256.0,1276.244,13659.7,0,19,COG,ssd
synthetic,flat_verify,13652,256.0,1279.605,13659.7,0,20,COG,ssd
synthetic,flat_verify,13652,256.0,1278.873,13659.7,0,21,COG,ssd
synthetic,flat_verify,13652,256.0,1276.843,13659.7,0,22,COG,ssd
synthetic,flat_verify,13652,256.0,1279.029,13659.7,0,23,COG,ssd
synthetic,flat_verify,13652,256.0,1277.846,13659.7,0,24,COG,ssd
synthetic,flat_verify,13652,256.0,1275.727,13659.7,0,25,COG,ssd
synthetic,flat_verify,13652,256.0,1280.526,13659.7,0,26,COG,ssd
synthetic,flat_verify,13652,256.0,1284.326,13659.7,0,27,COG,ssd
synthetic,flat_verify,13652,256.0,1282.809,13659.7,0,28,COG,ssd
synthetic,flat_verify,13652,256.0,1283.937,13659.7,0,29,COG,ssd
synthetic,flat_verify,13652,256.0,1283.416,13659.7,0,30,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,1,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,2,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,3,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,4,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,5,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,6,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,7,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,8,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,9,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,10,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,11,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,12,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,13,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,14,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,15,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,16,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,17,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,18,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,19,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,20,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,21,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,22,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,23,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,24,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,25,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,26,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,27,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,28,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,29,COG,ssd
synthetic,extend_merkle,13652,256.0,0.015,13659.7,0,30,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,1,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,2,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,3,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,4,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,5,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,6,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,7,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,8,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,9,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,10,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,11,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,12,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,13,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,14,COG,ssd
synthetic,update_merkle,13652,256.0,0.017,13659.7,0,15,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,16,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,17,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,18,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,19,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,20,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,21,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,22,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,23,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,24,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,25,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,26,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,27,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,28,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,29,COG,ssd
synthetic,update_merkle,13652,256.0,0.015,13659.7,0,30,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,1,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,2,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,3,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,4,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,5,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,6,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,7,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,8,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,9,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,10,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,11,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,12,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,13,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,14,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,15,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,16,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,17,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,18,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,19,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,20,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,21,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,22,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,23,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,24,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,25,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,26,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,27,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,28,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,29,COG,ssd
synthetic,update_leaf_inplace,13652,256.0,0.002,13659.7,0,30,COG,ssd
synthetic,full_rebuild,13652,256.0,432.783,13659.7,0,1,COG,ssd
synthetic,full_rebuild,13652,256.0,431.103,13659.7,0,2,COG,ssd
synthetic,full_rebuild,13652,256.0,429.121,13659.7,0,3,COG,ssd
synthetic,full_rebuild,13652,256.0,429.605,13659.7,0,4,COG,ssd
synthetic,full_rebuild,13652,256.0,431.264,13659.7,0,5,COG,ssd
synthetic,full_rebuild,13652,256.0,430.499,13659.7,0,6,COG,ssd
synthetic,full_rebuild,13652,256.0,432.768,13659.7,0,7,COG,ssd
synthetic,full_rebuild,13652,256.0,430.850,13659.7,0,8,COG,ssd
synthetic,full_rebuild,13652,256.0,437.216,13659.7,0,9,COG,ssd
synthetic,full_rebuild,13652,256.0,437.693,13659.7,0,10,COG,ssd
synthetic,full_rebuild,13652,256.0,438.784,13659.7,0,11,COG,ssd
synthetic,full_rebuild,13652,256.0,433.648,13659.7,0,12,COG,ssd
synthetic,full_rebuild,13652,256.0,431.098,13659.7,0,13,COG,ssd
synthetic,full_rebuild,13652,256.0,430.100,13659.7,0,14,COG,ssd
synthetic,full_rebuild,13652,256.0,430.256,13659.7,0,15,COG,ssd
synthetic,full_rebuild,13652,256.0,435.653,13659.7,0,16,COG,ssd
synthetic,full_rebuild,13652,256.0,431.793,13659.7,0,17,COG,ssd
synthetic,full_rebuild,13652,256.0,431.123,13659.7,0,18,COG,ssd
synthetic,full_rebuild,13652,256.0,432.287,13659.7,0,19,COG,ssd
synthetic,full_rebuild,13652,256.0,432.538,13659.7,0,20,COG,ssd
synthetic,full_rebuild,13652,256.0,432.747,13659.7,0,21,COG,ssd
synthetic,full_rebuild,13652,256.0,432.852,13659.7,0,22,COG,ssd
synthetic,full_rebuild,13652,256.0,434.597,13659.7,0,23,COG,ssd
synthetic,full_rebuild,13652,256.0,432.000,13659.7,0,24,COG,ssd
synthetic,full_rebuild,13652,256.0,431.450,13659.7,0,25,COG,ssd
synthetic,full_rebuild,13652,256.0,430.509,13659.7,0,26,COG,ssd
synthetic,full_rebuild,13652,256.0,432.590,13659.7,0,27,COG,ssd
synthetic,full_rebuild,13652,256.0,434.023,13659.7,0,28,COG,ssd
synthetic,full_rebuild,13652,256.0,433.347,13659.7,0,29,COG,ssd
synthetic,full_rebuild,13652,256.0,432.243,13659.7,0,30,COG,ssd
synthetic,verify_dataset,3413,1024.0,375.644,13659.7,0,1,COG,ssd
synthetic,verify_dataset,3413,1024.0,380.424,13659.7,0,2,COG,ssd
synthetic,verify_dataset,3413,1024.0,376.126,13659.7,0,3,COG,ssd
synthetic,verify_dataset,3413,1024.0,379.295,13659.7,0,4,COG,ssd
synthetic,verify_dataset,3413,1024.0,377.635,13659.7,0,5,COG,ssd
synthetic,verify_dataset,3413,1024.0,375.471,13659.7,0,6,COG,ssd
synthetic,verify_dataset,3413,1024.0,379.901,13659.7,0,7,COG,ssd
synthetic,verify_dataset,3413,1024.0,376.170,13659.7,0,8,COG,ssd
synthetic,verify_dataset,3413,1024.0,374.567,13659.7,0,9,COG,ssd
synthetic,verify_dataset,3413,1024.0,373.934,13659.7,0,10,COG,ssd
synthetic,verify_dataset,3413,1024.0,374.645,13659.7,0,11,COG,ssd
synthetic,verify_dataset,3413,1024.0,380.421,13659.7,0,12,COG,ssd
synthetic,verify_dataset,3413,1024.0,374.219,13659.7,0,13,COG,ssd
synthetic,verify_dataset,3413,1024.0,374.263,13659.7,0,14,COG,ssd
synthetic,verify_dataset,3413,1024.0,374.516,13659.7,0,15,COG,ssd
synthetic,verify_dataset,3413,1024.0,373.648,13659.7,0,16,COG,ssd
synthetic,verify_dataset,3413,1024.0,374.524,13659.7,0,17,COG,ssd
synthetic,verify_dataset,3413,1024.0,375.916,13659.7,0,18,COG,ssd
synthetic,verify_dataset,3413,1024.0,374.177,13659.7,0,19,COG,ssd
synthetic,verify_dataset,3413,1024.0,373.949,13659.7,0,20,COG,ssd
synthetic,verify_dataset,3413,1024.0,374.262,13659.7,0,21,COG,ssd
synthetic,verify_dataset,3413,1024.0,373.054,13659.7,0,22,COG,ssd
synthetic,verify_dataset,3413,1024.0,373.754,13659.7,0,23,COG,ssd
synthetic,verify_dataset,3413,1024.0,373.429,13659.7,0,24,COG,ssd
synthetic,verify_dataset,3413,1024.0,373.632,13659.7,0,25,COG,ssd
synthetic,verify_dataset,3413,1024.0,373.145,13659.7,0,26,COG,ssd
synthetic,verify_dataset,3413,1024.0,374.298,13659.7,0,27,COG,ssd
synthetic,verify_dataset,3413,1024.0,373.104,13659.7,0,28,COG,ssd
synthetic,verify_dataset,3413,1024.0,371.663,13659.7,0,29,COG,ssd
synthetic,verify_dataset,3413,1024.0,373.859,13659.7,0,30,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,1,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.082,13659.7,0,2,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.085,13659.7,0,3,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.082,13659.7,0,4,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,5,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,6,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.082,13659.7,0,7,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,8,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,9,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,10,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,11,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.082,13659.7,0,12,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.082,13659.7,0,13,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.082,13659.7,0,14,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.085,13659.7,0,15,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,16,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,17,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,18,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,19,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,20,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,21,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,22,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,23,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,24,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,25,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,26,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.085,13659.7,0,27,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,28,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,29,COG,ssd
synthetic,verify_chunk,3413,1024.0,0.083,13659.7,0,30,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,1,COG,ssd
synthetic,verify_proof,3413,1024.0,0.087,13659.7,0,2,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,3,COG,ssd
synthetic,verify_proof,3413,1024.0,0.086,13659.7,0,4,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,5,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,6,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,7,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,8,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,9,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,10,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,11,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,12,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,13,COG,ssd
synthetic,verify_proof,3413,1024.0,0.086,13659.7,0,14,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,15,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,16,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,17,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,18,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,19,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,20,COG,ssd
synthetic,verify_proof,3413,1024.0,0.084,13659.7,0,21,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,22,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,23,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,24,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,25,COG,ssd
synthetic,verify_proof,3413,1024.0,0.087,13659.7,0,26,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,27,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,28,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,29,COG,ssd
synthetic,verify_proof,3413,1024.0,0.085,13659.7,0,30,COG,ssd
synthetic,flat_verify,3413,1024.0,1276.145,13659.7,0,1,COG,ssd
synthetic,flat_verify,3413,1024.0,1278.874,13659.7,0,2,COG,ssd
synthetic,flat_verify,3413,1024.0,1277.453,13659.7,0,3,COG,ssd
synthetic,flat_verify,3413,1024.0,1278.228,13659.7,0,4,COG,ssd
synthetic,flat_verify,3413,1024.0,1278.152,13659.7,0,5,COG,ssd
synthetic,flat_verify,3413,1024.0,1277.448,13659.7,0,6,COG,ssd
synthetic,flat_verify,3413,1024.0,1276.874,13659.7,0,7,COG,ssd
synthetic,flat_verify,3413,1024.0,1276.858,13659.7,0,8,COG,ssd
synthetic,flat_verify,3413,1024.0,1276.649,13659.7,0,9,COG,ssd
synthetic,flat_verify,3413,1024.0,1277.401,13659.7,0,10,COG,ssd
synthetic,flat_verify,3413,1024.0,1277.933,13659.7,0,11,COG,ssd
synthetic,flat_verify,3413,1024.0,1275.802,13659.7,0,12,COG,ssd
synthetic,flat_verify,3413,1024.0,1275.175,13659.7,0,13,COG,ssd
synthetic,flat_verify,3413,1024.0,1278.185,13659.7,0,14,COG,ssd
synthetic,flat_verify,3413,1024.0,1277.341,13659.7,0,15,COG,ssd
synthetic,flat_verify,3413,1024.0,1276.362,13659.7,0,16,COG,ssd
synthetic,flat_verify,3413,1024.0,1276.448,13659.7,0,17,COG,ssd
synthetic,flat_verify,3413,1024.0,1276.200,13659.7,0,18,COG,ssd
synthetic,flat_verify,3413,1024.0,1275.967,13659.7,0,19,COG,ssd
synthetic,flat_verify,3413,1024.0,1275.854,13659.7,0,20,COG,ssd
synthetic,flat_verify,3413,1024.0,1276.129,13659.7,0,21,COG,ssd
synthetic,flat_verify,3413,1024.0,1277.771,13659.7,0,22,COG,ssd
synthetic,flat_verify,3413,1024.0,1277.016,13659.7,0,23,COG,ssd
synthetic,flat_verify,3413,1024.0,1278.017,13659.7,0,24,COG,ssd
synthetic,flat_verify,3413,1024.0,1277.075,13659.7,0,25,COG,ssd
synthetic,flat_verify,3413,1024.0,1276.638,13659.7,0,26,COG,ssd
synthetic,flat_verify,3413,1024.0,1276.250,13659.7,0,27,COG,ssd
synthetic,flat_verify,3413,1024.0,1277.190,13659.7,0,28,COG,ssd
synthetic,flat_verify,3413,1024.0,1277.286,13659.7,0,29,COG,ssd
synthetic,flat_verify,3413,1024.0,1275.915,13659.7,0,30,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.004,13659.7,0,1,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.004,13659.7,0,2,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.004,13659.7,0,3,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.004,13659.7,0,4,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.004,13659.7,0,5,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.004,13659.7,0,6,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.004,13659.7,0,7,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.004,13659.7,0,8,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.004,13659.7,0,9,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.004,13659.7,0,10,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.004,13659.7,0,11,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,12,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,13,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,14,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,15,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,16,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,17,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,18,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,19,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,20,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.004,13659.7,0,21,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,22,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,23,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,24,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,25,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,26,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,27,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,28,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,29,COG,ssd
synthetic,extend_merkle,3413,1024.0,0.003,13659.7,0,30,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,1,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,2,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,3,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,4,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,5,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,6,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,7,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,8,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,9,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,10,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,11,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,12,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,13,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,14,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,15,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,16,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,17,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,18,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,19,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,20,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,21,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,22,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,23,COG,ssd
synthetic,update_merkle,3413,1024.0,0.004,13659.7,0,24,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,25,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,26,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,27,COG,ssd
synthetic,update_merkle,3413,1024.0,0.004,13659.7,0,28,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,29,COG,ssd
synthetic,update_merkle,3413,1024.0,0.003,13659.7,0,30,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,1,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,2,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,3,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,4,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,5,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,6,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,7,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,8,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,9,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,10,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,11,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,12,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,13,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,14,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,15,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,16,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,17,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,18,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,19,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,20,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,21,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,22,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,23,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,24,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,25,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,26,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,27,COG,ssd
synthetic,update_leaf_inplace,3413,1024.0,0.002,13659.7,0,28,COG,ssd
