# hostname=COG cpu_model="AMD Ryzen 9 9950X3D 16-Core Processor" ram_gb=46.2 date=2026-06-24T11:15:51Z
source,scenario,n_chunks,chunk_size_kb,wall_time_ms,peak_rss_mb,companion_bytes,trial,hostname,disk_type
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,2,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,3,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,4,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,5,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,6,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,7,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,8,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,9,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,10,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,11,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,12,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,13,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,14,COG,ssd
synthetic,verify_chunk,13652,256.0,0.025,13659.7,0,15,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,16,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,17,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,18,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,19,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,20,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,21,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,22,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,23,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,24,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,25,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,26,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,27,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,28,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,29,COG,ssd
synthetic,verify_chunk,13652,256.0,0.024,13659.7,0,30,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,1,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,2,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,3,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,4,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,5,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,6,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,7,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,8,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,9,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,10,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,11,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,12,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,13,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,14,COG,ssd
synthetic,verify_proof,13652,256.0,0.027,13659.7,0,15,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,16,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,17,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,18,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,19,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,20,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,21,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,22,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,23,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,24,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,25,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,26,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,27,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,28,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,29,COG,ssd
synthetic,verify_proof,13652,256.0,0.026,13659.7,0,30,COG,ssd
synthetic,flat_verify,13652,256.0,1277.074,13659.7,0,1,COG,ssd
synthetic,flat_verify,13652,256.0,1279.379,13659.7,0,2,COG,ssd
synthetic,flat_verify,13652,256.0,1283.994,13659.7,0,3,COG,ssd
synthetic,flat_verify,13652,256.0,1283.967,13659.7,0,4,COG,ssd
synthetic,flat_verify,13652,256.0,1284.365,13659.7,0,5,COG,ssd
synthetic,flat_verify,13652,256.0,1283.221,13659.7,0,6,COG,ssd
synthetic,flat_verify,13652,256.0,1277.339,13659.7,0,7,COG,ssd
synthetic,flat_verify,13652,256.0,1276.109,13659.7,0,8,COG,ssd
synthetic,flat_verify,13652,256.0,1278.096,13659.7,0,9,COG,ssd
synthetic,flat_verify,13652,256.0,1278.005,13659.7,0,10,COG,ssd
